precision,recall,f1,accuracy
0.8412555669749915,0.8060644467488574,0.820833712109734,0.8646408839779005
0.8468149646107179,0.8161654568498675,0.8293737150880008,0.8701657458563536
0.8485909822866344,0.8325651956830664,0.8399850692022828,0.8756906077348067
0.5765123456790123,0.5952106617505857,0.5656347492200624,0.5994475138121547
0.8997521143190435,0.8916428571428572,0.8955266955266955,0.9116022099447514
